717,2373,4113,8623,18113,37505
ます	masu
寒々	samuzamu
量感	ryoukann
逃げ腰	nigegoshi
合わさる	awasaru
蔵本	zouhonn
トンズラ	tonnzura
不文	fubunn
要事	youji
お伽	otogi
さらう	sarau
沖積	chuuseki
筆まめ	fudemame
猫じゃらし	nekojarashi
戸締り	tojimari
セルロイド	seruroido
師長	shichou
ナツメグ	natsumegu
係属	keizoku
シンフォニア	shinnfonia
法界	houkai
先帝	senntei
神水	jinnzui
軍刀	gunntou
口許	kuchimoto
外聞	gaibunn
いかほど	ikahodo
リレーション	rire-shonn
ザラメ	zarame
根差し	nezashi
かんじる	kannjiru
肉欲	nikuyoku
うつむく	utsumuku
和上	oshou
ウオーター	uo-ta-
有職	yuushoku
母港	bokou
ウエ	ue
姿態	shitai
てふてふ	tefutefu
スノーケル	suno-keru
片端	katahashi
諸手	morote
とこしえ	tokoshie
赤地	akaji
球審	kyuushinn
手もと	temoto
ストリッパー	sutorippa-
アドヴァイス	adovaisu
日だまり	hidamari
スヤスヤ	suyasuya
嗜む	tashinamu
アガリ	agari
イブキ	ibuki
パニク	paniku
成行	nariyuki
野暮ったい	yabottai
ゆかしい	yukashii
ビエラ	biera
併結	heiketsu
ぞんじ	zonnji
ズク	zuku
継ぎ手	tsugite
たげる	tageru
踏み絵	fumie
土葬	dosou
公儀	kougi
検札	kennsatsu
水球	suikyuu
ポワレ	poware
画業	gagyou
ちんと	chinnto
府議	fugi
陸揚げ	rikuage
バキバキ	bakibaki
フォロ	foro
バンズ	bannzu
頭首	toushu
独語	dokugo
助太刀	sukedachi
オンエアー	onnea-
セミプロ	semipuro
実線	jissenn
アケ	ake
アッパ	appa
白蟻	shiroari
ケーソン	ke-sonn
石榴	zakuro
綻び	hokorobi
蔑む	sagesumu
センサス	sennsasu
筋交い	sujikai
いにしへ	inishihe
比肩	hikenn
ホーリー	ho-ri-
財物	zaibutsu
夜分	yabunn
書肆	shoshi
異同	idou
物怖じ	monooji
法力	houriki
アヌス	anusu
水切れ	mizugire
ホーミング	ho-minngu
火渡り	hiwatari
ランラン	rannrann
促成	sokusei
パリジェンヌ	parijennnu
憎し	nikurashi
ウッカリ	ukkari
受電	judenn
見舞う	mimau
百貨	hyakka
横型	yokogata
下足	gesoku
グツグツ	gutsugutsu
山高	yamataka
寝耳	nemimi
刻限	kokugenn
ときたま	tokitama
もごもご	mogomogo
立入り	tachiiri
はたはた	hatahata
片口	katakuchi
右上	migiue
病める	yameru
繰り下げ	kurisage
麦藁	mugiwara
アルデンテ	arudennte
晩生	bannsei
はばたき	habataki
押し切り	oshikiri
ゴワゴワ	gowagowa
喝破	kappa
増配	zouhai
さん付け	sannduke
裏返す	uragaesu
長月	nagatsuki
被り物	kaburimono
ギャー	gya-
畢竟	hikkyou
ドレイン	doreinn
九死	kyuushi
谷あい	taniai
絞り出し	shiboridashi
スギナ	sugina
挿話	souwa
お太鼓	otaiko
力投	rikitou
跳ね上がり	haneagari
広宣	kousenn
其方	sochi
一雨	hitoame
寝付き	netsuki
あらいぐま	araiguma
ピコピコ	pikopiko
キテ	kite
ころす	korosu
アクサ	akusa
首班	shuhann
クーラ	ku-ra
トリビュート	toribyu-to
鉄山	tetsuzann
コハク	kohaku
ポーン	po-nn
コンピレーション	konnpire-shonn
読点	toutenn
境涯	kyougai
グイッ	guixtu
ガタ落ち	gataochi
東関	toukann
アルギニン	arugininn
ドヤ	doya
腹巻き	haramaki
弁別	bennbetsu
猛追	moutsui
四足	shisoku
耳目	jimoku
働き掛け	hatarakikake
しげき	shigeki
尚武	shoubu
ホクト	hokuto
槍玉	yaridama
扶持	fuchi
たんこぶ	tannkobu
イコン	ikonn
凶行	kyoukou
サピエンス	sapiennsu
豚カツ	tonnkatsu
クーロン	ku-ronn
スプリット	supuritto
接ぎ	hagi
ライジング	raijinngu
広し	hiroshi
ファンダメンタル	fanndamenntaru
軽重	keijuu
譲位	joui
言外	genngai
プロテスト	purotesuto
外向	gaikou
あんばい	annbai
ぴよぴよ	piyopiyo
マンゴ	manngo
すてる	suteru
汐見	shiomi
カイワレ	kaiware
手づかみ	tedukami
宿営	shukuei
タイコ	taiko
けだるい	kedarui
吻合	funngou
エンパイア	ennpaia
ビオチン	biochinn
活着	kacchaku
斯様	kayou
正夢	masayume
ワタシ	watashi
言質	gennchi
辻斬り	tsujigiri
クォーツ	kwo-tsu
セルティック	seruthikku
若作り	wakadukuri
アーリア	a-ria
末広がり	suehirogari
陀羅尼	darani
青地	aoji
ルピナス	rupinasu
フウ	fuu
季題	kidai
フリンジ	furinnji
イミ	imi
タンポン	tannponn
折戸	orido
コミューン	komyu-nn
内用	naiyou
身じろぎ	mijirogi
ブラウジング	buraujinngu
新著	shinncho
緞帳	donnchou
レモネード	remone-do
メンコ	mennko
ラング	ranngu
風洞	fuudou
耕耘	kouunn
ギンガム	ginngamu
校閲	kouetsu
域外	ikigai
クロマツ	kuromatsu
大逆	taigyaku
倍加	baika
寺号	jigou
ブロードキャスト	buro-dokyasuto
傘寿	sannju
朝一	asaichi
互恵	gokei
ピヨピヨ	piyopiyo
インターセプト	innta-seputo
腕利き	udekiki
兎馬	usagiuma
ホリー	hori-
ビシ	bishi
茉莉花	jasuminn
アイズ	aizu
すいせん	suisenn
ソウルフル	sourufuru
華やぐ	hanayagu
レガッタ	regatta
アジャスト	ajasuto
世人	sejinn
ほどく	hodoku
タジタジ	tajitaji
ワテ	wate
此度	kotabi
股引	momohiki
足許	ashimoto
蓋し	kedashi
バサバサ	basabasa
豆本	mamehonn
ソナー	sona-
拝謁	haietsu
エクスプローラー	ekusupuro-ra-
サポセン	saposenn
地団駄	jidannda
黄銅	oudou
ウォーズ	who-zu
春画	shunnga
渡し船	watashibune
荒磯	araiso
高年	kounenn
ベゼル	bezeru
カチオン	kachionn
音曲	onngyoku
同属	douzoku
顔付き	kaotsuki
尊し	toutoshi
畜舎	chikusha
昂揚	kouyou
雨よけ	amayoke
ガラン	garann
ルクス	rukusu
菌株	kinnshu
ロースター	ro-suta-
回旋	kaisenn
見目	mime
ダブる	daburu
すくめる	sukumeru
カツアゲ	katsuage
苦々しい	niganigashii
クロノグラフ	kuronogurafu
サブマリン	sabumarinn
見付ける	mitsukeru
採種	saishu
インダストリアル	inndasutoriaru
雨足	amaashi
通牒	tsuuchou
道着	dougi
桁外れ	ketahazure
断髪	dannpatsu
首つり	kubitsuri
ひろびろ	hirobiro
略記	ryakki
桃華	touka
イチイ	ichii
塩蔵	ennzou
罰当たり	bachiatari
チョッピリ	choppiri
有精	yuusei
オートミール	o-tomi-ru
マザボ	mazabo
三里	sannri
笠懸	kasagake
薬科	yakka
書換え	kakikae
脱兎	datto
ぬえ	nue
蓮花	rennge
おいらん	oirann
明知	meichi
及び腰	oyobigoshi
プリティ	purithi
取りかかり	torikakari
暗譜	annpu
滞空	taikuu
雨脚	amaashi
荘内	shounai
ぴりぴり	piripiri
べっとり	bettori
モノグラム	monoguramu
学籍	gakuseki
宿便	shukubenn
曳行	eikou
にぎる	nigiru
情欲	jouyoku
ひくい	hikui
本義	honngi
肉付け	nikuduke
スキャット	sukyatto
ドアー	doa-
アンペア	annpea
総門	soumonn
ドレ	dore
上役	uwayaku
イーゼル	i-zeru
生温い	namanurui
びまん	bimann
ペイメント	peimennto
わかれる	wakareru
行水	gyouzui
疑獄	gigoku
胸椎	kyoutsui
日参	nissann
みえみえ	miemie
トライアンフ	toraiannfu
圧痛	attsuu
応益	oueki
アパートメント	apa-tomennto
足掛け	ashikake
薄暮	hakubo
元夫	motootto
マイクロフィルム	maikurofirumu
缶詰め	kanndume
帆走	hannsou
寵児	chouji
しゃがむ	shagamu
祝言	shuugenn
牛歩	gyuuho
リミテッド	rimiteddo
足技	ashiwaza
口移し	kuchiutsushi
ぎらぎら	giragira
フィヨルド	fiyorudo
ヤワ	yawa
ケースワーカー	ke-suwa-ka-
ベー	be-
しわしわ	shiwashiwa
一戦	issenn
浸出	shinnshutsu
出処	shussho
結願	kechigann
削ぐ	sogu
クリプトン	kuriputonn
ブラフ	burafu
シュプール	shupu-ru
玻璃	hari
ひさご	hisago
赦す	yurusu
抉る	eguru
閑話	kannwa
ミニコン	minikonn
現今	gennkonn
ナチズム	nachizumu
白刃	shiraha
せんこう	sennkou
ワイルドカード	wairudoka-do
生みの親	uminooya
わだつみ	wadatsumi
インスパイヤ	innsupaiya
オートマトン	o-tomatonn
中葉	chuuyou
かりかり	karikari
通り雨	tooriame
そぞろ歩き	sozoroaruki
隻眼	sekigann
たしなむ	tashinamu
分節	bunnsetsu
ネスケ	nesuke
角笛	tsunobue
少なし	sukunashi
府営	fuei
妙案	myouann
暦年	rekinenn
ミスティ	misuthi
麺棒	mennbou
さする	sasuru
ひとりでに	hitorideni
敏速	binnsoku
総立ち	soudachi
にらむ	niramu
友引	tomobiki
下座	geza
歌枕	utamakura
ニヒリズム	nihirizumu
出棺	shukkann
弁務	bennmu
臭素	shuuso
スクラブ	sukurabu
裂傷	resshou
惨い	mugoi
波羅蜜	haramitsu
カラビナ	karabina
危うし	ayaushi
真打ち	shinnuchi
インゴット	inngotto
開陽	kaiyou
本朝	honnchou
キティー	kithi-
夜襲	yashuu
グラフィティ	gurafithi
梗概	kougai
税目	zeimoku
紫斑	shihann
燃やせる	moyaseru
カタナ	katana
デバッガ	debagga
ポカーン	poka-nn
縫い代	nuishiro
黄道	oudou
ぴくぴく	pikupiku
制式	seishiki
紗綾	saya
奏する	sousuru
査問	samonn
略図	ryakuzu
采女	uneme
写植	shashoku
読取り	yomitori
金満	kinnmann
根負け	konnmake
万力	mannriki
カスタネット	kasutanetto
シャチハタ	shachihata
チャコール	chako-ru
まっぴら	mappira
しゃきしゃき	shakishaki
渡せる	wataseru
女工	jokou
パピルス	papirusu
アルカナ	arukana
国難	kokunann
ハレンチ	harennchi
最貧	saihinn
びらん	birann
早稲	wase
ペンネ	pennne
氷解	hyoukai
サーセン	sa-senn
木琴	mokkinn
詔書	shousho
軽四	keiyonn
へぎ	hegi
住持	juuji
冷汗	hiyaase
ほのめかす	honomekasu
親書	shinnsho
超克	choukoku
ハモリ	hamori
備に	tsubusani
日なた	hinata
アズ	azu
ゲットー	getto-
夜目	yome
平場	hiraba
挽く	hiku
寝間着	nemaki
手間取る	temadoru
ジビエ	jibie
ツーカー	tsu-ka-
あきる	akiru
チェンソー	chennso-
奇談	kidann
鎧兜	yoroikabuto
本節	honnsetsu
じゅっ	juxtu
腰骨	koshibone
エクセレント	ekuserennto
清元	kiyomoto
熱病	netsubyou
自邸	jitei
ごろ寝	gorone
恰も	atakamo
物々しい	monomonoshii
ぎつね	gitsune
体側	taisoku
茶釜	chagama
飲み代	nomishiro
高札	kousatsu
お手の物	otenomono
憶える	oboeru
ラッド	raddo
偽書	gisho
帳面	choumenn
確度	kakudo
まかなえる	makanaeru
ゴケ	goke
チャチャチャ	chachacha
逆撫で	sakanade
遊子	yuushi
混色	konnshoku
はん濫	hannrann
ハマル	hamaru
細書	saisho
くす玉	kusudama
一癖	hitokuse
特効	tokkou
落伍	rakugo
山風	yamakaze
外郎	uirou
嫡流	chakuryuu
ペクチン	pekuchinn
リノレン	rinorenn
アホウドリ	ahoudori
筋骨	kinnkotsu
こうり	kouri
瞑る	tsuburu
ポレポレ	porepore
分筆	bunnpitsu
軍旗	gunnki
働き手	hatarakite
草餅	kusamochi
コガネムシ	koganemushi
ページェント	pe-jennto
リベート	ribe-to
茶杓	chashaku
勇み足	isamiashi
託宣	takusenn
未詳	mishou
スターティング	suta-thinngu
ノスタルジア	nosutarujia
さしあたり	sashiatari
スズメダイ	suzumedai
じゃぶじゃぶ	jabujabu
ポンカン	ponnkann
コカ	koka
半夏生	hanngeshou
カーリー	ka-ri-
嘘っぱち	usoppachi
公課	kouka
大もうけ	oomouke
雪氷	seppyou
ひるむ	hirumu
はばたく	habataku
すごすご	sugosugo
前車	zennsha
あったまる	attamaru
書初め	kakizome
国是	kokuze
スノコ	sunoko
バリアー	baria-
胸郭	kyoukaku
ゆるむ	yurumu
タンカ	tannka
エアロゾル	earozoru
奇天烈	kiteretsu
賀状	gajou
良否	ryouhi
蝉しぐれ	semishigure
ユキノシタ	yukinoshita
玄室	gennshitsu
巷間	koukann
片親	kataoya
買入れ	kaiire
利払い	ribarai
別宅	bettaku
夢心地	yumegokochi
起工	kikou
ピシャリ	pishari
ベロア	beroa
待ち人	machibito
ブービー	bu-bi-
風しん	fuushinn
上前	uwamae
飯盛	meshimori
揺り	yuri
春宮	touguu
とりで	toride
セレクタ	serekuta
毛鉤	kebari
台下	daika
ガイコツ	gaikotsu
ボソ	boso
注水	chuusui
脱硫	datsuryuu
ムクゲ	mukuge
松濤	shoutou
チャーチ	cha-chi
乙種	otsushu
こうかん	koukann
アンダンテ	anndannte
産める	umeru
子細	shisai
じんと	jinnto
牡鹿	ojika
メキメキ	mekimeki
着尺	kijaku
花水木	hanamizuki
接眼	setsugann
探題	tanndai
今様	imayou
御衣	gyoi
国号	kokugou
ワッカ	wakka
シスコン	shisukonn
カントク	kanntoku
秋雨	akisame
検収	kennshuu
特高	tokkou
接線	sessenn
姓氏	seishi
ファニー	fani-
ラッシー	rasshi-
草枕	kusamakura
人でなし	hitodenashi
零す	kobosu
初潮	shochou
迷言	meigenn
按配	annbai
ヌー	nu-
咲かす	sakasu
セロー	sero-
中風	chuubu
卒塔婆	sotouba
地黄	jiou
アクビ	akubi
賓客	hinnkyaku
オドオド	odoodo
コンフォート	konnfo-to
木魚	mokugyo
子葉	shiyou
石頭	ishiatama
アンプル	annpuru
焦げ茶	kogecha
レシオ	reshio
円い	marui
ヌケ	nuke
敗残	haizann
マアジ	maaji
傷寒	shoukann
きりきり	kirikiri
前夫	zennpu
公刊	koukann
版木	hanngi
サーモスタット	sa-mosutatto
揚物	agemono
小鼓	kotsudumi
ペンペン	pennpenn
キホン	kihonn
勝地	shouchi
板紙	itagami
エクイティ	ekuithi
えてして	eteshite
身幅	mihaba
北星	hokusei
ヤマブキ	yamabuki
終夜	shuuya
ししゅう	shishuu
清祥	seishou
ユーティリティー	yu-thirithi-
自壊	jikai
軍馬	gunnba
なにゆえ	naniyue
ステアリン	sutearinn
内因	naiinn
尊者	sonnja
天賦	tennpu
コテンパン	kotennpann
かちん	kachinn
ウィッシュ	wisshu
段数	dannsuu
つむじ風	tsumujikaze
手甲	tekkou
隣村	rinnsonn
はなやか	hanayaka
トランスポート	torannsupo-to
ヤグ	yagu
機知	kichi
牽牛	kenngo
買占め	kaishime
裸身	rashinn
競歩	kyouho
坩堝	rutsubo
中肉	chuuniku
ノボリ	nobori
働きがい	hatarakigai
旗頭	hatagashira
トリトン	toritonn
成鳥	seichou
プリミティブ	purimithibu
ラプソディー	rapusodhi-
エーカー	e-ka-
クアトロ	kuatoro
非業	higou
開府	kaifu
ニレ	nire
憐憫	rennbinn
手工	shukou
打ち合せ	uchiawase
硬軟	kounann
あんぐり	annguri
ねむの木	nemunoki
草々	sousou
ダイナモ	dainamo
考え物	kanngaemono
ひろげる	hirogeru
山百合	yamayuri
ホシ	hoshi
サ変	sahenn
デスティニー	desuthini-
ナビゲータ	nabige-ta
卵殻	rannkaku
受渡し	ukewatashi
就役	shuueki
ぶ厚い	buachii
下男	genann
四十路	yosoji
ガゼル	gazeru
台詞回し	serifumawashi
臨める	nozomeru
律動	ritsudou
屍体	shitai
トレハロース	toreharo-su
コハクチョウ	kohakuchou
三味	sami
いもり	imori
ワッシャー	wassha-
てきめん	tekimenn
たてまつる	tatematsuru
拘泥	koudei
臓腑	zoufu
クダ	kuda
ディレクトリー	dhirekutori-
空木	utsugi
生き別れ	ikiwakare
若布	wakame
町筋	machisuji
表音	hyouonn
鯉口	koiguchi
ひし形	hishigata
冬芽	touga
米びつ	komebitsu
理詰め	ridume
クワイ	kuwai
飢え死に	uejini
ジュラルミン	juraruminn
万感	bannkann
コーフン	ko-funn
ウジャウジャ	ujauja
横倒し	yokodaoshi
浅黒い	asaguroi
ほおばる	hoobaru
齧り	kajiri
サラサ	sarasa
面長	omonaga
コックス	kokkusu
肌寒	hadasamu
ペーパーバック	pe-pa-bakku
スイフト	suifuto
飛越	tobikoshi
旧盆	kyuubonn
浮かす	ukasu
花押	kaou
ダブルヘッダー	daburuhedda-
アソシエイト	asoshieito
ウインチ	uinnchi
ヤマモモ	yamamomo
シガレット	shigaretto
落書	rakugaki
神馬	shinnme
タツノオトシゴ	tatsunootoshigo
デキル	dekiru
貧窮	hinnkyuu
ねむる	nemuru
ピーコック	pi-kokku
前景	zennkei
メタミドホス	metamidohosu
オーチャード	o-cha-do
重税	juuzei
事績	jiseki
石板	sekibann
配する	haisuru
ともる	tomoru
本欄	honnrann
ヴィレッジ	virejji
シリカゲル	shirikageru
艤装	gisou
ドップリ	doppuri
早生まれ	hayaumare
ヒシ	hishi
ラララ	rarara
稲光	inabikari
箸休め	hashiyasume
突き合わせ	tsukiawase
ボトムス	botomusu
もじゃもじゃ	mojamoja
烏合	ugou
遠し	tooshi
版図	hannto
トンコツ	tonnkotsu
通ず	tsuuzu
ボーロ	bo-ro
素面	shirafu
妬む	netamu
霊泉	reisenn
名乗	nanori
ツテ	tsute
こころざし	kokorozashi
ライタ	raita
ファッショ	fassho
赤絵	akae
四海	shikai
柄物	garamono
車座	kurumaza
岩根	iwane
蟄居	chikkyo
アライ	arai
オンボロ	onnboro
付設	fusetsu
ショウジョウバエ	shoujoubae
突き当り	tsukiatari
べとべと	betobeto
抗い	aragai
芳名	houmei
怯む	hirumu
テンヤ	tennya
廃れる	sutareru
死地	shichi
サトー	sato-
カルボン	karubonn
期首	kishu
ティールーム	thi-ru-mu
請い	koi
飽くまで	akumade
群がり	muragari
良人	otto
対す	taisu
ぽつりぽつり	potsuripotsuri
チャンバー	channba-
焼付け	yakitsuke
呑める	nomeru
手すき	tesuki
ザイン	zainn
無尽	mujinn
マーケッター	ma-ketta-
子離れ	kobanare
反攻	hannkou
バプテスト	baputesuto
キマイラ	kimaira
信管	shinnkann
多義	tagi
矢面	yaomote
シャイン	shainn
トリル	toriru
ロータリアン	ro-tariann
劣性	ressei
入行	nyuukou
押し下げ	oshisage
算用	sannyou
しゃけ	shake
レジデント	rejidennto
いっぱし	ippashi
元払い	motobarai
戯作	gesaku
皇紀	kouki
米人	beijinn
テスラ	tesura
刷る	suru
ミイ	mii
ズミ	zumi
ジングル	jinnguru
リフレクター	rifurekuta-
車代	kurumadai
夜祭	yomatsuri
見初め	misome
ヒーヒー	hi-hi-
分署	bunnsho
春本	shunnponn
やおや	yaoya
商学	shougaku
馬糞	bafunn
とじる	tojiru
寮歌	ryouka
明礬	myoubann
さもしい	samoshii
わらう	warau
山稜	sannryou
依願	igann
コンパートメント	konnpa-tomennto
ビュンビュン	byunnbyunn
のろま	noroma
翻刻	honnkoku
固辞	koji
カゲロウ	kagerou
ステビア	sutebia
まねく	maneku
プット	putto
ルサンチマン	rusannchimann
徒弟	totei
黄檗	oubaku
やぶさか	yabusaka
捌け	sabake
レイピア	reipia
粗筋	arasuji
群舞	gunnbu
重み付け	omomiduke
人づて	hitodute
トビラ	tobira
切欠	kirikaki
銀製	ginnsei
竹槍	takeyari
アルテ	arute
グレネード	gurene-do
てこ入れ	tekoire
画する	kakusuru
もくろみ	mokuromi
カツレツ	katsuretsu
グルーミング	guru-minngu
プチッ	puchixtu
つるはし	tsuruhashi
エンペラー	ennpera-
上弦	jougenn
加里	kari
粟野	awano
陸士	rikushi
アサルト	asaruto
荒行	aragyou
ねえや	neeya
換価	kannka
しなり	shinari
砂遊び	sunaasobi
ハーレクイン	ha-rekuinn
混泳	konnei
アーティスティック	a-thisuthikku
アバン	abann
主筆	shuhitsu
剥ぐ	hagu
まごまご	magomago
ショウブ	shoubu
別け	wake
リコピン	rikopinn
人並	hitonami
フロスト	furosuto
道家	douka
目じり	mejiri
生魚	seigyo
無銭	musenn
会式	eshiki
沈滞	chinntai
中押し	chuuoshi
イーブイ	i-bui
ハピネス	hapinesu
キサマ	kisama
悪巧み	warudakumi
奉書	housho
エリヤ	eriya
がれき	gareki
モンダイ	monndai
ガラナ	garana
くみあい	kumiai
シベ	shibe
音盤	onnbann
クォーク	kwo-ku
なんこつ	nannkotsu
論告	ronnkoku
方途	houto
公武	koubu
ブリッツ	burittsu
ワーゲン	wa-genn
風炉	furo
ざわり	zawari
むち打ち	muchiuchi
相伴	shoubann
クロージング	kuro-jinngu
用金	youkinn
オールマイティー	o-rumaithi-
切抜き	kirinuki
後山	atoyama
メガトン	megatonn
連署	rennsho
手代	tedai
ズブ	zubu
センシング	sennshinngu
詔勅	shouchoku
めぐろ	meguro
かわき	kawaki
銘仙	meisenn
エラストマー	erasutoma-
違える	chigaeru
逆なで	sakanade
アンダーライン	annda-rainn
一案	ichiann
陶製	tousei
握り飯	nigirimeshi
オーガンジー	o-gannji-
アイライナー	airaina-
近在	kinnzai
遠縁	tooenn
スライサー	suraisa-
ソロバン	sorobann
腕試し	udedameshi
選句	sennku
管状	kannjou
アドホック	adohokku
疥癬	kaisenn
コニファー	konifa-
マーチング	ma-chinngu
青し	aoshi
訣別	ketsubetsu
代書	daisho
玉虫	tamamushi
ゲンコツ	gennkotsu
内々定	nainaitei
切羽	kiriha
